PROBLEM,DIMENSION,derivative_type,start.pt ID,k_exp,fd_strategy,grad.norm,iters/max,success,rate(exp),time(s)
31,2,FD_all,2,8,constant,2.18e-07,7/1000,yes,2.26,0.00
31,2,FD_all,3,8,constant,1.40e-12,4/1000,yes,1.58,0.00
31,2,FD_all,4,8,constant,8.97e-09,7/1000,yes,2.00,0.00
31,2,FD_all,5,8,constant,4.44e-12,7/1000,yes,2.02,0.00
,,,"Avg (successes)",,,,3.93e-08,6.3/1000,,1.98,0.00
,,,,,,,,,,
31,1000,Exact,0,N/A,N/A,1.61e-07,11/1000,yes,2.28,0.01
31,1000,Exact,1,N/A,N/A,2.39e-09,14/1000,yes,1.60,0.01
31,1000,Exact,2,N/A,N/A,3.41e-07,13/1000,yes,1.16,0.01
31,1000,Exact,3,N/A,N/A,3.81e-07,12/1000,yes,1.39,0.00
31,1000,Exact,4,N/A,N/A,8.52e-08,14/1000,yes,1.40,0.01
31,1000,Exact,5,N/A,N/A,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,12,component-wise,1.61e-07,11/1000,yes,2.27,0.01
31,1000,FD,1,12,component-wise,2.40e-09,14/1000,yes,1.60,0.01
31,1000,FD,2,12,component-wise,3.41e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,12,component-wise,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,12,component-wise,8.53e-08,14/1000,yes,1.40,0.02
31,1000,FD,5,12,component-wise,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,12,constant,1.60e-07,11/1000,yes,2.28,0.01
31,1000,FD,1,12,constant,2.40e-09,14/1000,yes,1.59,0.01
31,1000,FD,2,12,constant,3.42e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,12,constant,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,12,constant,8.54e-08,14/1000,yes,1.40,0.01
31,1000,FD,5,12,constant,1.23e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,4,component-wise,1.61e-07,11/1000,yes,2.28,0.01
31,1000,FD,1,4,component-wise,2.39e-09,14/1000,yes,1.60,0.01
31,1000,FD,2,4,component-wise,3.41e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,4,component-wise,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,4,component-wise,8.52e-08,14/1000,yes,1.40,0.01
31,1000,FD,5,4,component-wise,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,4,constant,1.61e-07,11/1000,yes,2.28,0.01
31,1000,FD,1,4,constant,2.39e-09,14/1000,yes,1.60,0.01
31,1000,FD,2,4,constant,3.41e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,4,constant,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,4,constant,8.52e-08,14/1000,yes,1.40,0.01
31,1000,FD,5,4,constant,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,8,component-wise,1.61e-07,11/1000,yes,2.28,0.01
31,1000,FD,1,8,component-wise,2.39e-09,14/1000,yes,1.60,0.02
31,1000,FD,2,8,component-wise,3.41e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,8,component-wise,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,8,component-wise,8.52e-08,14/1000,yes,1.40,0.01
31,1000,FD,5,8,component-wise,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD,0,8,constant,1.61e-07,11/1000,yes,2.28,0.01
31,1000,FD,1,8,constant,2.39e-09,14/1000,yes,1.60,0.01
31,1000,FD,2,8,constant,3.41e-07,13/1000,yes,1.16,0.01
31,1000,FD,3,8,constant,3.81e-07,12/1000,yes,1.39,0.01
31,1000,FD,4,8,constant,8.52e-08,14/1000,yes,1.40,0.01
31,1000,FD,5,8,constant,1.22e-09,15/1000,yes,1.58,0.01
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.01
,,,,,,,,,,
31,1000,FD_all,0,12,component-wise,1.61e-07,11/1000,yes,2.28,0.48
31,1000,FD_all,1,12,component-wise,2.39e-09,14/1000,yes,1.60,0.60
31,1000,FD_all,2,12,component-wise,3.42e-07,13/1000,yes,1.16,0.55
31,1000,FD_all,3,12,component-wise,3.80e-07,12/1000,yes,1.40,0.49
31,1000,FD_all,4,12,component-wise,8.55e-08,14/1000,yes,1.40,0.48
31,1000,FD_all,5,12,component-wise,1.23e-09,15/1000,yes,1.58,0.68
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.55
,,,,,,,,,,
31,1000,FD_all,0,12,constant,1.61e-07,11/1000,yes,2.27,0.51
31,1000,FD_all,1,12,constant,2.39e-09,14/1000,yes,1.60,0.62
31,1000,FD_all,2,12,constant,3.42e-07,13/1000,yes,1.16,0.58
31,1000,FD_all,3,12,constant,3.81e-07,12/1000,yes,1.39,0.52
31,1000,FD_all,4,12,constant,8.52e-08,14/1000,yes,1.40,0.60
31,1000,FD_all,5,12,constant,1.23e-09,15/1000,yes,1.58,0.64
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.58
,,,,,,,,,,
31,1000,FD_all,0,4,component-wise,1.61e-07,11/1000,yes,2.28,0.47
31,1000,FD_all,1,4,component-wise,2.39e-09,14/1000,yes,1.60,0.62
31,1000,FD_all,2,4,component-wise,3.41e-07,13/1000,yes,1.16,0.59
31,1000,FD_all,3,4,component-wise,3.81e-07,12/1000,yes,1.39,0.51
31,1000,FD_all,4,4,component-wise,8.52e-08,14/1000,yes,1.40,0.60
31,1000,FD_all,5,4,component-wise,1.22e-09,15/1000,yes,1.58,0.66
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.58
,,,,,,,,,,
31,1000,FD_all,0,4,constant,1.61e-07,11/1000,yes,2.27,0.46
31,1000,FD_all,1,4,constant,2.39e-09,14/1000,yes,1.59,0.60
31,1000,FD_all,2,4,constant,3.41e-07,13/1000,yes,1.16,0.57
31,1000,FD_all,3,4,constant,3.81e-07,12/1000,yes,1.39,0.53
31,1000,FD_all,4,4,constant,8.51e-08,14/1000,yes,1.40,0.61
31,1000,FD_all,5,4,constant,1.22e-09,15/1000,yes,1.58,0.65
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.57
,,,,,,,,,,
31,1000,FD_all,0,8,component-wise,1.61e-07,11/1000,yes,2.28,0.46
31,1000,FD_all,1,8,component-wise,2.39e-09,14/1000,yes,1.60,0.49
31,1000,FD_all,2,8,component-wise,3.41e-07,13/1000,yes,1.16,0.55
31,1000,FD_all,3,8,component-wise,3.81e-07,12/1000,yes,1.39,0.49
31,1000,FD_all,4,8,component-wise,8.52e-08,14/1000,yes,1.40,0.61
31,1000,FD_all,5,8,component-wise,1.22e-09,15/1000,yes,1.58,0.66
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.54
,,,,,,,,,,
31,1000,FD_all,0,8,constant,1.61e-07,11/1000,yes,2.28,0.47
31,1000,FD_all,1,8,constant,2.39e-09,14/1000,yes,1.60,0.57
31,1000,FD_all,2,8,constant,3.41e-07,13/1000,yes,1.16,0.54
31,1000,FD_all,3,8,constant,3.81e-07,12/1000,yes,1.39,0.50
31,1000,FD_all,4,8,constant,8.52e-08,14/1000,yes,1.40,0.60
31,1000,FD_all,5,8,constant,1.22e-09,15/1000,yes,1.58,0.65
,,,"Avg (successes)",,,,1.62e-07,13.2/1000,,1.57,0.56
,,,,,,,,,,
31,10000,Exact,0,N/A,N/A,1.65e-08,12/1000,yes,0.86,0.03
31,10000,Exact,1,N/A,N/A,1.41e-07,14/1000,yes,1.18,0.03
31,10000,Exact,2,N/A,N/A,1.70e-07,14/1000,yes,1.16,0.03
31,10000,Exact,3,N/A,N/A,1.47e-07,14/1000,yes,1.09,0.03
31,10000,Exact,4,N/A,N/A,7.69e-08,14/1000,yes,1.23,0.04
31,10000,Exact,5,N/A,N/A,1.30e-09,15/1000,yes,1.37,0.04
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,0.03
,,,,,,,,,,
31,10000,FD,0,12,component-wise,1.64e-08,12/1000,yes,0.86,0.06
31,10000,FD,1,12,component-wise,1.41e-07,14/1000,yes,1.18,0.07
31,10000,FD,2,12,component-wise,1.70e-07,14/1000,yes,1.16,0.06
31,10000,FD,3,12,component-wise,1.47e-07,14/1000,yes,1.09,0.06
31,10000,FD,4,12,component-wise,7.70e-08,14/1000,yes,1.23,0.08
31,10000,FD,5,12,component-wise,1.30e-09,15/1000,yes,1.37,0.06
,,,"Avg (successes)",,,,9.22e-08,13.8/1000,,1.15,0.06
,,,,,,,,,,
31,10000,FD,0,12,constant,1.66e-08,12/1000,yes,0.86,0.07
31,10000,FD,1,12,constant,1.41e-07,14/1000,yes,1.18,0.07
31,10000,FD,2,12,constant,1.70e-07,14/1000,yes,1.16,0.08
31,10000,FD,3,12,constant,1.47e-07,14/1000,yes,1.09,0.07
31,10000,FD,4,12,constant,7.69e-08,14/1000,yes,1.23,0.07
31,10000,FD,5,12,constant,1.30e-09,15/1000,yes,1.37,0.07
,,,"Avg (successes)",,,,9.22e-08,13.8/1000,,1.15,0.07
,,,,,,,,,,
31,10000,FD,0,4,component-wise,1.65e-08,12/1000,yes,0.86,0.05
31,10000,FD,1,4,component-wise,1.41e-07,14/1000,yes,1.18,0.07
31,10000,FD,2,4,component-wise,1.70e-07,14/1000,yes,1.16,0.07
31,10000,FD,3,4,component-wise,1.47e-07,14/1000,yes,1.09,0.08
31,10000,FD,4,4,component-wise,7.69e-08,14/1000,yes,1.23,0.09
31,10000,FD,5,4,component-wise,1.30e-09,15/1000,yes,1.37,0.07
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,0.07
,,,,,,,,,,
31,10000,FD,0,4,constant,1.65e-08,12/1000,yes,0.86,0.06
31,10000,FD,1,4,constant,1.41e-07,14/1000,yes,1.18,0.08
31,10000,FD,2,4,constant,1.70e-07,14/1000,yes,1.16,0.06
31,10000,FD,3,4,constant,1.47e-07,14/1000,yes,1.09,0.06
31,10000,FD,4,4,constant,7.69e-08,14/1000,yes,1.23,0.09
31,10000,FD,5,4,constant,1.30e-09,15/1000,yes,1.37,0.07
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,0.07
,,,,,,,,,,
31,10000,FD,0,8,component-wise,1.65e-08,12/1000,yes,0.86,0.05
31,10000,FD,1,8,component-wise,1.41e-07,14/1000,yes,1.18,0.11
31,10000,FD,2,8,component-wise,1.70e-07,14/1000,yes,1.16,0.08
31,10000,FD,3,8,component-wise,1.47e-07,14/1000,yes,1.09,0.07
31,10000,FD,4,8,component-wise,7.69e-08,14/1000,yes,1.23,0.07
31,10000,FD,5,8,component-wise,1.30e-09,15/1000,yes,1.37,0.07
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,0.07
,,,,,,,,,,
31,10000,FD,0,8,constant,1.65e-08,12/1000,yes,0.86,0.05
31,10000,FD,1,8,constant,1.41e-07,14/1000,yes,1.18,0.09
31,10000,FD,2,8,constant,1.70e-07,14/1000,yes,1.16,0.06
31,10000,FD,3,8,constant,1.47e-07,14/1000,yes,1.09,0.06
31,10000,FD,4,8,constant,7.69e-08,14/1000,yes,1.23,0.06
31,10000,FD,5,8,constant,1.30e-09,15/1000,yes,1.37,0.08
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,0.07
,,,,,,,,,,
31,10000,FD_all,0,12,component-wise,1.59e-08,12/1000,yes,0.86,5.19
31,10000,FD_all,1,12,component-wise,1.40e-07,14/1000,yes,1.18,5.95
31,10000,FD_all,2,12,component-wise,1.39e-09,16/1000,yes,1.61,6.85
31,10000,FD_all,3,12,component-wise,7.33e-09,16/1000,yes,1.52,6.85
31,10000,FD_all,4,12,component-wise,2.49e-07,16/1000,yes,2.12,6.58
31,10000,FD_all,5,12,component-wise,1.31e-09,15/1000,yes,1.37,1.51
,,,"Avg (successes)",,,,6.91e-08,14.8/1000,,1.44,5.49
,,,,,,,,,,
31,10000,FD_all,0,12,constant,1.65e-08,12/1000,yes,0.86,5.23
31,10000,FD_all,1,12,constant,1.41e-07,14/1000,yes,1.18,6.09
31,10000,FD_all,2,12,constant,1.70e-07,14/1000,yes,1.16,6.09
31,10000,FD_all,3,12,constant,1.47e-07,14/1000,yes,1.09,6.17
31,10000,FD_all,4,12,constant,7.69e-08,14/1000,yes,1.23,6.22
31,10000,FD_all,5,12,constant,1.30e-09,15/1000,yes,1.37,6.54
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,6.06
,,,,,,,,,,
31,10000,FD_all,0,4,component-wise,1.65e-08,12/1000,yes,0.86,5.30
31,10000,FD_all,1,4,component-wise,1.41e-07,14/1000,yes,1.18,6.05
31,10000,FD_all,2,4,component-wise,1.70e-07,14/1000,yes,1.16,6.13
31,10000,FD_all,3,4,component-wise,1.47e-07,14/1000,yes,1.09,6.00
31,10000,FD_all,4,4,component-wise,7.69e-08,14/1000,yes,1.23,5.97
31,10000,FD_all,5,4,component-wise,1.30e-09,15/1000,yes,1.37,6.47
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,5.99
,,,,,,,,,,
31,10000,FD_all,0,4,constant,1.65e-08,12/1000,yes,0.86,5.16
31,10000,FD_all,1,4,constant,1.41e-07,14/1000,yes,1.18,5.96
31,10000,FD_all,2,4,constant,1.70e-07,14/1000,yes,1.16,5.91
31,10000,FD_all,3,4,constant,1.47e-07,14/1000,yes,1.09,6.02
31,10000,FD_all,4,4,constant,7.69e-08,14/1000,yes,1.23,6.16
31,10000,FD_all,5,4,constant,1.30e-09,15/1000,yes,1.37,6.44
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,5.94
,,,,,,,,,,
31,10000,FD_all,0,8,component-wise,1.65e-08,12/1000,yes,0.86,5.15
31,10000,FD_all,1,8,component-wise,1.41e-07,14/1000,yes,1.18,5.85
31,10000,FD_all,2,8,component-wise,1.70e-07,14/1000,yes,1.16,6.23
31,10000,FD_all,3,8,component-wise,1.47e-07,14/1000,yes,1.09,6.19
31,10000,FD_all,4,8,component-wise,7.69e-08,14/1000,yes,1.23,6.07
31,10000,FD_all,5,8,component-wise,1.30e-09,15/1000,yes,1.37,6.55
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,6.01
,,,,,,,,,,
31,10000,FD_all,0,8,constant,1.65e-08,12/1000,yes,0.86,5.19
31,10000,FD_all,1,8,constant,1.41e-07,14/1000,yes,1.18,5.98
31,10000,FD_all,2,8,constant,1.70e-07,14/1000,yes,1.16,6.06
31,10000,FD_all,3,8,constant,1.47e-07,14/1000,yes,1.09,5.98
31,10000,FD_all,4,8,constant,7.69e-08,14/1000,yes,1.23,6.09
31,10000,FD_all,5,8,constant,1.30e-09,15/1000,yes,1.37,6.47
,,,"Avg (successes)",,,,9.21e-08,13.8/1000,,1.15,5.96
,,,,,,,,,,
31,100000,Exact,0,N/A,N/A,5.73e-09,15/1000,yes,0.57,0.44
31,100000,Exact,1,N/A,N/A,3.35e-08,15/1000,yes,1.28,0.42
31,100000,Exact,2,N/A,N/A,3.42e-08,15/1000,yes,1.18,0.41
31,100000,Exact,3,N/A,N/A,9.19e-07,16/1000,yes,1.27,0.45
31,100000,Exact,4,N/A,N/A,3.45e-08,15/1000,yes,1.15,0.41
31,100000,Exact,5,N/A,N/A,3.40e-08,15/1000,yes,1.26,0.40
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.42
,,,,,,,,,,
31,100000,FD,0,12,component-wise,5.81e-09,15/1000,yes,0.57,0.88
31,100000,FD,1,12,component-wise,3.35e-08,15/1000,yes,1.28,0.90
31,100000,FD,2,12,component-wise,3.42e-08,15/1000,yes,1.18,0.99
31,100000,FD,3,12,component-wise,9.19e-07,16/1000,yes,1.27,0.90
31,100000,FD,4,12,component-wise,3.45e-08,15/1000,yes,1.15,0.82
31,100000,FD,5,12,component-wise,3.41e-08,15/1000,yes,1.26,0.94
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.91
,,,,,,,,,,
31,100000,FD,0,12,constant,5.82e-09,15/1000,yes,0.57,1.00
31,100000,FD,1,12,constant,3.35e-08,15/1000,yes,1.28,0.98
31,100000,FD,2,12,constant,3.42e-08,15/1000,yes,1.18,0.97
31,100000,FD,3,12,constant,9.18e-07,16/1000,yes,1.27,1.10
31,100000,FD,4,12,constant,3.45e-08,15/1000,yes,1.15,1.00
31,100000,FD,5,12,constant,3.41e-08,15/1000,yes,1.26,0.97
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,1.00
,,,,,,,,,,
31,100000,FD,0,4,component-wise,5.73e-09,15/1000,yes,0.57,0.59
31,100000,FD,1,4,component-wise,3.35e-08,15/1000,yes,1.28,0.64
31,100000,FD,2,4,component-wise,3.42e-08,15/1000,yes,1.18,0.64
31,100000,FD,3,4,component-wise,9.19e-07,16/1000,yes,1.27,1.03
31,100000,FD,4,4,component-wise,3.45e-08,15/1000,yes,1.15,0.93
31,100000,FD,5,4,component-wise,3.40e-08,15/1000,yes,1.26,0.80
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.77
,,,,,,,,,,
31,100000,FD,0,4,constant,5.73e-09,15/1000,yes,0.57,0.81
31,100000,FD,1,4,constant,3.35e-08,15/1000,yes,1.28,0.78
31,100000,FD,2,4,constant,3.42e-08,15/1000,yes,1.18,0.77
31,100000,FD,3,4,constant,9.19e-07,16/1000,yes,1.27,1.00
31,100000,FD,4,4,constant,3.45e-08,15/1000,yes,1.15,0.77
31,100000,FD,5,4,constant,3.40e-08,15/1000,yes,1.26,0.80
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.82
,,,,,,,,,,
31,100000,FD,0,8,component-wise,5.73e-09,15/1000,yes,0.57,0.77
31,100000,FD,1,8,component-wise,3.35e-08,15/1000,yes,1.28,0.79
31,100000,FD,2,8,component-wise,3.42e-08,15/1000,yes,1.18,0.55
31,100000,FD,3,8,component-wise,9.19e-07,16/1000,yes,1.27,0.62
31,100000,FD,4,8,component-wise,3.45e-08,15/1000,yes,1.15,0.59
31,100000,FD,5,8,component-wise,3.40e-08,15/1000,yes,1.26,0.58
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.65
,,,,,,,,,,
31,100000,FD,0,8,constant,5.73e-09,15/1000,yes,0.57,0.79
31,100000,FD,1,8,constant,3.35e-08,15/1000,yes,1.28,0.80
31,100000,FD,2,8,constant,3.42e-08,15/1000,yes,1.18,0.84
31,100000,FD,3,8,constant,9.19e-07,16/1000,yes,1.27,0.97
31,100000,FD,4,8,constant,3.45e-08,15/1000,yes,1.15,0.89
31,100000,FD,5,8,constant,3.40e-08,15/1000,yes,1.26,0.79
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,0.85
,,,,,,,,,,
31,100000,FD_all,0,12,component-wise,1.87e-07,14/1000,yes,-0.02,10.69
31,100000,FD_all,1,12,component-wise,6.26e-04,100/1000,no,NaN,95.12
31,100000,FD_all,2,12,component-wise,5.24e-07,16/1000,yes,0.57,17.53
31,100000,FD_all,3,12,component-wise,8.87e-10,17/1000,yes,1.29,22.18
31,100000,FD_all,4,12,component-wise,5.69e-04,100/1000,no,NaN,319.79
31,100000,FD_all,5,12,component-wise,7.96e-07,17/1000,yes,0.97,74.14
,,,"Avg (successes)",,,,3.77e-07,16.0/1000,,0.70,31.13
,,,,,,,,,,
31,100000,FD_all,0,12,constant,5.57e-09,15/1000,yes,0.58,65.82
31,100000,FD_all,1,12,constant,3.35e-08,15/1000,yes,1.28,65.34
31,100000,FD_all,2,12,constant,3.42e-08,15/1000,yes,1.18,64.63
31,100000,FD_all,3,12,constant,9.20e-07,16/1000,yes,1.27,66.98
31,100000,FD_all,4,12,constant,3.45e-08,15/1000,yes,1.15,56.76
31,100000,FD_all,5,12,constant,3.40e-08,15/1000,yes,1.26,36.75
,,,"Avg (successes)",,,,1.77e-07,15.2/1000,,1.12,59.38
,,,,,,,,,,
31,100000,FD_all,0,4,component-wise,3.67e-06,100/1000,no,NaN,105.50
